F61,F77,F88,F70,
18,8979,1696,10711,
20,9082,1710,10814,
8,10320,1932,12052,
2,5870,1182,7602,
5,4801,938,6533,
5,4801,938,6533,
5,4801,938,6533,
1,2279,462,4011,
24,1312,245,3044,
73,6371,1293,8103,
91,10603,2003,12335,
17,10932,2081,12664,
2,5171,1036,6903,
29,4884,959,6616,
8,5171,1036,6903,
20,4334,853,6066,
0,142,29,1874,
56,6772,1378,8504,
33,8491,1639,10223,
5,2894,567,4626,
5,2894,567,4626,
5,2894,567,4626,
5,2894,567,4626,
21,5318,1064,7050,
3,5342,1069,7074,
5,5774,1160,7506,
5,5774,1160,7506,
213,9387,1762,11119,
228,9520,1784,11252,
228,9520,1784,11252,
183,8586,1654,10318,
253,9663,1811,11395,
253,9663,1811,11395,
256,9679,1813,11411,
256,9679,1813,11411,
272,10121,1888,11853,
213,9387,1762,11119,
332,12043,2403,13775,
156,8152,1596,9884,
332,12043,2403,13775,
98,7165,1443,8897,
332,12043,2403,13775,
332,12043,2403,13775,
332,12043,2403,13775,
332,12043,2403,13775,
253,9663,1811,11395,
332,12043,2403,13775,
166,8406,1630,10138,
166,8406,1630,10138,
10,9454,1776,11186,
10,9454,1776,11186,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
2,3579,710,5311,
44,10121,1888,11853,
65,12043,2403,13775,
65,12043,2403,13775,
65,12043,2403,13775,
36,9454,1776,11186,
34,12043,2403,13775,
34,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
3,12043,2403,13775,
29,12043,2403,13775,
32,7647,1508,9379,
62,9491,1780,11223,
70,9649,1807,11381,
32,7647,1508,9379,
7,7575,1494,9307,
24,9779,1829,11511,
14,9627,1805,11359,
14,9627,1805,11359,
8,7184,1447,8916,
4,2410,489,4142,
0,724,134,2456,
0,724,134,2456,
0,724,134,2456,
29,7701,1517,9433,
6,10956,2086,12688,
2,2410,489,4142,
6,3141,608,4873,
8,2410,489,4142,
8,2410,489,4142,
3,2410,489,4142,
3,2410,489,4142,
3,2410,489,4142,
3,2410,489,4142,
15,9439,1772,11171,
15,9439,1772,11171,
2,332,56,2064,
5,3366,667,5098,
5,3366,667,5098,
178,4948,980,6680,
149,4206,826,5938,
244,6016,1219,7748,
474,12043,2403,13775,
474,12043,2403,13775,
177,4939,975,6671,
93,10260,1913,11992,
27,3503,700,5235,
27,3503,700,5235,
580,12043,2403,13775,
580,12043,2403,13775,
580,12043,2403,13775,
580,12043,2403,13775,
580,12043,2403,13775,
425,10413,1955,12145,
580,12043,2403,13775,
36,6391,1296,8123,
36,6391,1296,8123,
1,53,14,1785,
9,3480,695,5212,
24,4809,939,6541,
12,8011,1573,9743,
27,6694,1353,8426,
27,6694,1353,8426,
27,6694,1353,8426,
27,6694,1353,8426,
27,6694,1353,8426,
27,6694,1353,8426,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
2,12043,2403,13775,
2,12043,2403,13775,
2,12043,2403,13775,
2,12043,2403,13775,
1,7762,1524,9494,
2,12043,2403,13775,
2,12043,2403,13775,
2,12043,2403,13775,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
2,12043,2403,13775,
2,12043,2403,13775,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
1,7762,1524,9494,
61,8011,1573,9743,
42,6694,1353,8426,
9,4406,867,6138,
16,9045,1707,10777,
19,4206,826,5938,
104,8011,1573,9743,
10,6721,1359,8453,
18,8011,1573,9743,
1,3526,703,5258,
1,3526,703,5258,
1,3526,703,5258,
1,3526,703,5258,
3,2619,518,4351,
3,2619,518,4351,
20,4936,972,6668,
54,2419,490,4151,
54,2419,490,4151,
16,568,98,2300,
53,2381,483,4113,
54,2419,490,4151,
54,2419,490,4151,
54,2419,490,4151,
22,2980,588,4712,
5,1909,400,3641,
3,1559,323,3291,
3,1559,323,3291,
5,1909,400,3641,
5,1909,400,3641,
5,1909,400,3641,
29,4902,964,6634,
1,2036,419,3768,
1,2036,419,3768,
1,2036,419,3768,
1,2036,419,3768,
1,2036,419,3768,
1,2036,419,3768,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
0,12043,2403,13775,
