F61,F77,F88,F70,
5,7700,3519,8135,
1,7700,3519,8135,
1,7700,3519,8135,
15,7700,3519,8135,
15,7700,3519,8135,
22,2729,1803,3164,
76,7700,3519,8135,
76,7700,3519,8135,
30,4024,2345,4459,
30,4024,2345,4459,
23,3140,2082,3575,
23,3140,2082,3575,
23,3140,2082,3575,
32,4304,2456,4739,
23,3140,2082,3575,
69,7384,3275,7819,
64,7047,3076,7482,
76,7700,3519,8135,
4,942,641,1377,
4,942,641,1377,
32,4304,2456,4739,
4,942,641,1377,
69,7384,3275,7819,
69,7384,3275,7819,
22,2729,1803,3164,
22,2729,1803,3164,
76,7700,3519,8135,
4,942,641,1377,
4,942,641,1377,
32,4304,2456,4739,
4,942,641,1377,
22,2729,1803,3164,
2,855,591,1290,
26,7699,3519,8134,
2,3697,2243,4132,
24,7699,3519,8134,
5,4305,2456,4740,
5,4305,2456,4740,
26,7699,3519,8134,
35,7700,3519,8135,
7,3736,2251,4171,
7,3736,2251,4171,
35,7699,3519,8134,
35,7699,3519,8134,
35,7699,3519,8134,
35,7699,3519,8134,
1,2492,1593,2927,
1,2381,1519,2816,
26,7699,3519,8134,
17,3574,2223,4009,
13,7356,3259,7791,
5,7356,3259,7791,
8,4774,2530,5209,
2,6080,2801,6515,
2,491,342,926,
2,491,342,926,
2,491,342,926,
2,491,342,926,
1,491,342,926,
2,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
4,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
1,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
9,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
7,491,342,926,
8,4756,2523,5191,
3,491,342,926,
3,491,342,926,
