F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
17,13,1532,3,12,155,6,33,0.4027777777777778,269,36,0.13382899628252787,0.35294117647058826,0,1,
4,13,1532,3,8,155,1,33,0.5916666666666667,269,36,0.13382899628252787,0.75,0,1,
13,13,1532,3,8,155,2,33,0.5527777777777778,269,36,0.13382899628252787,0.9230769230769231,0,1,
0,13,1532,3,0,155,1,33,0.9,269,36,0.13382899628252787,1.0,0,1,
0,13,1532,3,8,155,1,33,0.8694444444444445,269,36,0.13382899628252787,1.0,0,1,
0,13,1532,3,8,155,1,33,0.6138888888888889,269,36,0.13382899628252787,1.0,0,1,
70,20,1532,1,13,155,6,33,0.5147632311977716,827,83,0.1003627569528416,0.08571428571428572,8,0,
8,20,1532,1,8,155,2,33,0.5329619312906221,827,83,0.1003627569528416,0.5,0,1,
14,20,1532,1,8,155,2,33,0.510677808727948,827,83,0.1003627569528416,0.21428571428571427,8,1,
0,4,1532,1,8,155,1,33,0.5217391304347826,44,16,0.36363636363636365,1.0,0,1,
0,4,1532,1,8,155,1,33,0.5072463768115942,44,16,0.36363636363636365,1.0,0,1,
3,3,1532,1,8,155,1,33,0.8727272727272727,20,27,1.35,0.6666666666666666,0,1,
7,5,1532,1,0,155,4,33,0.7807017543859649,77,16,0.2077922077922078,1.0,0,1,
13,5,1532,1,8,155,5,33,0.9122807017543859,77,16,0.2077922077922078,0.5384615384615384,18,1,
10,25,804,1,8,180,7,12,0.7924528301886793,261,32,0.12260536398467432,0.7,0,1,
7,25,804,1,8,180,3,12,0.33153638814016173,261,32,0.12260536398467432,0.5714285714285714,0,1,
10,25,804,1,12,180,7,12,0.784366576819407,261,32,0.12260536398467432,0.5,0,1,
4,25,804,1,8,180,2,12,0.8517520215633423,261,32,0.12260536398467432,0.5,0,1,
8,6,804,1,10,180,3,12,0.5967741935483871,60,41,0.6833333333333333,0.375,0,1,
4,12,804,1,8,180,3,12,0.42857142857142855,92,20,0.21739130434782608,0.5,2,1,
11,3,133,1,8,14,7,5,0.8955223880597015,34,21,0.6176470588235294,0.5454545454545454,12,1,
0,14,127,1,8,38,1,4,0.582089552238806,86,22,0.2558139534883721,1.0,0,1,
