F61,F77,F88,F70,
15,7969,1513,10711,
17,8072,1527,10814,
7,9310,1749,12052,
1,4860,999,7602,
5,3791,755,6533,
5,3791,755,6533,
5,3791,755,6533,
53,5361,1110,8103,
74,9593,1820,12335,
17,9922,1898,12664,
2,4161,853,6903,
7,4161,853,6903,
17,3324,670,6066,
0,11033,2220,13775,
67,7611,1476,10353,
44,5762,1195,8504,
28,7481,1456,10223,
21,4308,881,7050,
3,4764,977,7506,
3,4764,977,7506,
211,8377,1579,11119,
226,8510,1601,11252,
226,8510,1601,11252,
181,7576,1471,10318,
251,8653,1628,11395,
251,8653,1628,11395,
254,8669,1630,11411,
254,8669,1630,11411,
270,9111,1705,11853,
211,8377,1579,11119,
330,11033,2220,13775,
154,7142,1413,9884,
330,11033,2220,13775,
96,6155,1260,8897,
330,11033,2220,13775,
330,11033,2220,13775,
330,11033,2220,13775,
330,11033,2220,13775,
251,8653,1628,11395,
330,11033,2220,13775,
164,7396,1447,10138,
164,7396,1447,10138,
10,8444,1593,11186,
10,8444,1593,11186,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
2,2569,527,5311,
44,9111,1705,11853,
65,11033,2220,13775,
65,11033,2220,13775,
65,11033,2220,13775,
36,8444,1593,11186,
34,11033,2220,13775,
34,11033,2220,13775,
1,6752,1341,9494,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
3,11033,2220,13775,
