F72,F54,F53,F55,F25,F26,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,1370,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,1341,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,1341,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,1341,true,
9780,org/apache/maven,apache,org/apache/maven/MavenTest.java,3066,true,
9780,org/apache/maven,apache,org/apache/maven/MavenTest.java,3066,true,
4237,org/apache/maven,apache,org/apache/maven/ProjectBuildFailureException.java,1909,true,
1801,org/apache/maven,apache,org/apache/maven/ProjectDependenciesResolverTest.java,1162,true,
1801,org/apache/maven,apache,org/apache/maven/ProjectDependenciesResolverTest.java,1162,true,
1414,org/apache/maven,apache,org/apache/maven/ReactorReader.java,860,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,2080,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,2080,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,2080,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,2080,true,
7756,org/apache/maven/artifact,apache,org/apache/maven/artifact/ArtifactStatus.java,2713,true,
5759,org/apache/maven/artifact,apache,org/apache/maven/artifact/DefaultArtifactTest.java,2529,true,
9785,org/apache/maven/artifact/deployer,apache,org/apache/maven/artifact/deployer/ArtifactDeployerTest.java,3066,true,
8218,org/apache/maven/artifact/handler,apache,org/apache/maven/artifact/handler/DefaultArtifactHandler.java,2754,true,
2658,org/apache/maven/artifact/installer,apache,org/apache/maven/artifact/installer/ArtifactInstallerTest.java,1341,true,
9785,org/apache/maven/artifact/manager,apache,org/apache/maven/artifact/manager/DefaultWagonManager.java,3066,true,
6489,org/apache/maven/artifact/manager,apache,org/apache/maven/artifact/manager/WagonConfigurationException.java,2636,true,
9066,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/AbstractArtifactMetadata.java,2840,true,
9785,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/ArtifactMetadataRetrievalException.java,3066,true,
7939,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/ResolutionGroup.java,2726,true,
7809,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,2718,true,
7809,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,2718,true,
2240,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/Authentication.java,1266,true,
2240,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/Authentication.java,1266,true,
2303,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/MavenArtifactRepository.java,1290,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,2674,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,2674,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,2674,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,2674,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,2674,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,2080,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,2080,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,2080,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,2080,true,
712,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Metadata.java,0,true,
712,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Plugin.java,0,true,
6504,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/RepositoryMetadataDeploymentException.java,2636,true,
6504,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/RepositoryMetadataInstallationException.java,2636,true,
712,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Snapshot.java,0,true,
712,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/SnapshotVersion.java,0,true,
712,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Versioning.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
712,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolverTest.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,1495,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,1495,true,
4371,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/WarningResolutionListener.java,1964,true,
2065,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/AndArtifactFilterTest.java,1232,true,
4371,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/IncludesArtifactFilter.java,1964,true,
2065,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/OrArtifactFilterTest.java,1232,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,1341,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,1341,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,1341,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,1341,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,1495,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,1495,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,1495,true,
4561,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ManagedVersionMap.java,2111,true,
