F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
17,13,1343,3,12,135,6,29,0.40168539325842695,263,38,0.1444866920152091,0.35294117647058826,0,1,
4,13,1343,3,8,135,1,29,0.5870786516853933,263,38,0.1444866920152091,0.75,0,1,
13,13,1343,3,8,135,2,29,0.547752808988764,263,38,0.1444866920152091,0.9230769230769231,0,1,
0,13,1343,3,0,135,1,29,0.898876404494382,263,38,0.1444866920152091,1.0,0,1,
0,13,1343,3,10,135,1,29,0.8679775280898876,263,38,0.1444866920152091,1.0,0,1,
0,13,1343,3,9,135,1,29,0.6095505617977528,263,38,0.1444866920152091,1.0,0,1,
70,17,1343,1,13,135,6,29,0.5428248587570621,705,30,0.0425531914893617,0.08571428571428572,8,0,
8,17,1343,1,8,135,2,29,0.5649717514124294,705,30,0.0425531914893617,0.5,0,1,
14,17,1343,1,8,135,2,29,0.5378531073446328,705,30,0.0425531914893617,0.21428571428571427,8,1,
0,4,1343,1,8,135,1,29,0.43103448275862066,48,2,0.041666666666666664,1.0,0,1,
0,4,1343,1,8,135,1,29,0.41379310344827586,48,2,0.041666666666666664,1.0,0,1,
3,3,1343,1,8,135,1,29,0.8108108108108109,20,10,0.5,0.6666666666666666,0,1,
7,5,1343,1,0,135,4,29,0.7575757575757576,77,2,0.025974025974025976,1.0,0,1,
13,5,1343,1,8,135,5,29,0.9090909090909091,77,2,0.025974025974025976,0.5384615384615384,18,1,
16,11,1343,1,0,135,10,29,0.5546875,171,47,0.27485380116959063,1.0,21,1,
10,24,794,1,8,179,7,12,0.7849162011173184,249,32,0.1285140562248996,0.7,0,1,
7,24,794,1,8,179,3,12,0.30726256983240224,249,32,0.1285140562248996,0.5714285714285714,0,1,
10,24,794,1,12,179,7,12,0.776536312849162,249,32,0.1285140562248996,0.5,0,1,
4,24,794,1,8,179,2,12,0.8463687150837989,249,32,0.1285140562248996,0.5,0,1,
8,6,794,1,10,179,3,12,0.5967741935483871,60,41,0.6833333333333333,0.375,0,1,
4,12,794,1,8,179,3,12,0.42857142857142855,92,20,0.21739130434782608,0.5,2,1,
11,3,131,1,8,14,7,5,0.8955223880597015,34,21,0.6176470588235294,0.5454545454545454,12,1,
0,14,88,1,8,35,1,3,0.582089552238806,86,22,0.2558139534883721,1.0,0,1,
7,3,92,1,8,10,6,4,0.9344262295081968,28,21,0.75,0.7142857142857143,5,1,
0,5,99,1,11,12,1,3,0.25274725274725274,130,21,0.16153846153846155,1.0,0,1,
0,2,99,1,4,12,1,3,0.8157894736842105,14,21,1.5,1.0,0,1,
0,1,72,1,6,15,1,6,0.9393939393939394,12,18,1.5,1.0,0,1,
0,1,72,1,6,15,1,6,0.9375,11,18,1.6363636363636365,1.0,0,1,
0,2,72,1,7,15,1,6,0.8043478260869565,21,18,0.8571428571428571,1.0,0,1,
26,14,708,1,12,163,6,16,0.6367713004484304,164,25,0.1524390243902439,0.6923076923076923,0,1,
15,14,708,1,12,163,5,16,0.9641255605381166,164,25,0.1524390243902439,0.6666666666666666,10,1,
3,9,708,1,8,163,1,16,0.8293650793650794,45,65,1.4444444444444444,0.6666666666666666,0,0,
3,9,708,1,6,163,1,16,0.9087301587301587,45,65,1.4444444444444444,0.8333333333333334,0,0,
13,37,708,1,8,163,5,16,0.803921568627451,274,66,0.24087591240875914,0.5629370629370629,2,1,
4,15,802,1,8,158,1,20,0.8347107438016529,180,28,0.15555555555555556,0.5,0,1,
4,15,802,1,8,158,1,20,0.8057851239669421,180,28,0.15555555555555556,0.5,0,1,
45,15,802,1,12,158,9,20,0.3884297520661157,180,28,0.15555555555555556,0.13333333333333333,25,1,
45,15,802,1,16,158,9,20,0.5785123966942148,180,28,0.15555555555555556,0.7333333333333333,25,1,
45,15,802,1,12,158,9,20,0.6363636363636364,180,28,0.15555555555555556,0.9555555555555556,25,1,
18,12,802,1,16,158,4,20,0.845703125,427,33,0.07728337236533958,0.5,0,1,
64,12,802,1,28,158,24,20,0.28125,427,33,0.07728337236533958,0.65625,0,1,
64,12,802,1,20,158,24,20,0.318359375,427,33,0.07728337236533958,0.84375,0,1,
24,12,802,1,16,158,8,20,0.4375,427,33,0.07728337236533958,0.20833333333333334,23,1,
0,18,802,1,7,158,1,20,0.0390625,210,121,0.5761904761904761,1.0,0,1,
0,7,802,1,4,158,1,20,0.11811023622047244,50,60,1.2,1.0,0,1,
0,2,802,1,10,158,1,20,0.8,14,23,1.6428571428571428,1.0,0,1,
0,2,802,1,10,158,1,20,0.8,14,23,1.6428571428571428,1.0,0,1,
0,7,802,1,4,158,1,20,0.11811023622047244,50,60,1.2,1.0,0,1,
0,9,802,1,4,158,1,20,0.09316770186335403,59,82,1.3898305084745763,1.0,0,1,
0,19,802,1,5,158,1,20,0.052083333333333336,129,121,0.937984496124031,1.0,0,1,
29,30,652,1,12,37,10,2,0.7259933774834437,849,305,0.35924617196702,0.20689655172413793,0,1,
29,30,652,1,12,37,9,2,0.7682119205298014,849,305,0.35924617196702,0.20689655172413793,0,1,
32,30,652,1,12,37,11,2,0.8104304635761589,849,305,0.35924617196702,0.1875,0,1,
56,30,652,1,12,37,18,2,0.8559602649006622,849,305,0.35924617196702,0.10714285714285714,0,1,
13,30,652,1,16,37,3,2,0.30629139072847683,849,305,0.35924617196702,0.3076923076923077,0,1,
13,30,652,1,16,37,3,2,0.33112582781456956,849,305,0.35924617196702,0.3076923076923077,0,1,
3,30,652,1,8,37,1,2,0.12831125827814568,849,305,0.35924617196702,0.6666666666666666,0,1,
3,30,652,1,8,37,1,2,0.201158940397351,849,305,0.35924617196702,0.6666666666666666,0,1,
13,30,652,1,12,37,3,2,0.16142384105960264,849,305,0.35924617196702,0.6267806267806268,0,1,
