F72,F54,F53,F55,F25,F26,
2238,org/apache/commons/lang3,apache,org/apache/commons/lang3/AnnotationUtilsTest.java,1751,true,
2238,org/apache/commons/lang3,apache,org/apache/commons/lang3/AnnotationUtilsTest.java,1751,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtils.java,2028,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
1996,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsAddTest.java,1548,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsRemoveTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
2562,org/apache/commons/lang3,apache,org/apache/commons/lang3/ArrayUtilsTest.java,2028,true,
