F72,F54,F53,F55,F25,F26,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2815,org/apache/maven,apache,org/apache/maven/AbstractCoreMavenComponentTestCase.java,639,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,610,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,610,true,
2658,org/apache/maven,apache,org/apache/maven/DefaultMaven.java,610,true,
9780,org/apache/maven,apache,org/apache/maven/MavenTest.java,2335,true,
4237,org/apache/maven,apache,org/apache/maven/ProjectBuildFailureException.java,1178,true,
1801,org/apache/maven,apache,org/apache/maven/ProjectDependenciesResolverTest.java,431,true,
1414,org/apache/maven,apache,org/apache/maven/ReactorReader.java,129,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,1349,true,
4522,org/apache/maven/artifact,apache,org/apache/maven/artifact/AbstractArtifactComponentTestCase.java,1349,true,
7756,org/apache/maven/artifact,apache,org/apache/maven/artifact/ArtifactStatus.java,1982,true,
5759,org/apache/maven/artifact,apache,org/apache/maven/artifact/DefaultArtifactTest.java,1798,true,
8218,org/apache/maven/artifact/handler,apache,org/apache/maven/artifact/handler/DefaultArtifactHandler.java,2023,true,
9785,org/apache/maven/artifact/manager,apache,org/apache/maven/artifact/manager/DefaultWagonManager.java,2335,true,
6489,org/apache/maven/artifact/manager,apache,org/apache/maven/artifact/manager/WagonConfigurationException.java,1905,true,
9066,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/AbstractArtifactMetadata.java,2109,true,
9785,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/ArtifactMetadataRetrievalException.java,2335,true,
7939,org/apache/maven/artifact/metadata,apache,org/apache/maven/artifact/metadata/ResolutionGroup.java,1995,true,
7809,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,1987,true,
7809,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/ArtifactRepositoryPolicy.java,1987,true,
2240,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/Authentication.java,535,true,
2240,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/Authentication.java,535,true,
2303,org/apache/maven/artifact/repository,apache,org/apache/maven/artifact/repository/MavenArtifactRepository.java,559,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,1943,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,1943,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,1943,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,1943,true,
7471,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/AbstractRepositoryMetadata.java,1943,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,1349,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,1349,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,1349,true,
4522,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/DefaultRepositoryMetadataManager.java,1349,true,
1249,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Metadata.java,0,true,
1249,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Plugin.java,0,true,
6504,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/RepositoryMetadataDeploymentException.java,1905,true,
6504,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/RepositoryMetadataInstallationException.java,1905,true,
1249,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Snapshot.java,0,true,
1249,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/SnapshotVersion.java,0,true,
1249,org/apache/maven/artifact/repository/metadata,apache,org/apache/maven/artifact/repository/metadata/Versioning.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Reader.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
1249,org/apache/maven/artifact/repository/metadata/io/xpp3,apache,org/apache/maven/artifact/repository/metadata/io/xpp3/MetadataXpp3Writer.java,0,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolutionResult.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/ArtifactResolverTest.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,764,true,
3585,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,764,true,
4371,org/apache/maven/artifact/resolver,apache,org/apache/maven/artifact/resolver/WarningResolutionListener.java,1233,true,
2065,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/AndArtifactFilterTest.java,501,true,
4371,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/IncludesArtifactFilter.java,1233,true,
2065,org/apache/maven/artifact/resolver/filter,apache,org/apache/maven/artifact/resolver/filter/OrArtifactFilterTest.java,501,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,610,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,610,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,610,true,
2658,org/apache/maven/artifact/testutils,apache,org/apache/maven/artifact/testutils/TestFileManager.java,610,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,764,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,764,true,
3585,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ComparableVersion.java,764,true,
4561,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ManagedVersionMap.java,1380,true,
4561,org/apache/maven/artifact/versioning,apache,org/apache/maven/artifact/versioning/ManagedVersionMap.java,1380,true,
5626,org/apache/maven/cli,apache,org/apache/maven/cli/CLIManager.java,1730,true,
4237,org/apache/maven/cli,apache,org/apache/maven/cli/CLIReportingUtils.java,1178,true,
4237,org/apache/maven/cli,apache,org/apache/maven/cli/CLIReportingUtils.java,1178,true,
4237,org/apache/maven/cli,apache,org/apache/maven/cli/CLIReportingUtils.java,1178,true,
4237,org/apache/maven/cli,apache,org/apache/maven/cli/CLIReportingUtils.java,1178,true,
2025,org/apache/maven/cli,apache,org/apache/maven/cli/ExecutionEventLogger.java,494,true,
9482,org/apache/maven/cli,apache,org/apache/maven/cli/MavenCli.java,2217,true,
9482,org/apache/maven/cli,apache,org/apache/maven/cli/MavenCli.java,2217,true,
1880,org/apache/maven/cli,apache,org/apache/maven/cli/PrintStreamLogger.java,456,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1364,org/apache/maven/configuration,apache,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,
1414,org/apache/maven/execution,apache,org/apache/maven/execution/DefaultMavenExecutionRequest.java,129,true,
1414,org/apache/maven/execution,apache,org/apache/maven/execution/DefaultMavenExecutionRequest.java,129,true,
1414,org/apache/maven/execution,apache,org/apache/maven/execution/MavenSession.java,129,true,
8221,org/apache/maven/settings,apache,org/apache/maven/settings/RuntimeInfo.java,2024,true,
1978,org/apache/maven/execution,apache,org/apache/maven/execution/SettingsAdapter.java,486,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/DefaultLifecycles.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/DefaultLifecycles.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/DefaultLifecyclesTest.java,267,true,
1540,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/DefaultSchedulesTest.java,257,true,
2689,org/apache/maven/project,apache,org/apache/maven/project/MavenProject.java,611,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1575,org/apache/maven/lifecycle,apache,org/apache/maven/lifecycle/LifecycleExecutorTest.java,267,true,
1547,org/apache/maven/lifecycle/internal,apache,org/apache/maven/lifecycle/internal/BuildLogItem.java,260,true,
1575,org/apache/maven/lifecycle/internal,apache,org/apache/maven/lifecycle/internal/ConcurrentBuildLogger.java,267,true,
