F61,F77,F88,F70,
3,843,506,2092,
1,561,434,1810,
1,561,434,1810,
15,1190,582,2439,
21,1566,639,2815,
21,1566,639,2815,
298,8531,2335,9780,
26,580,437,1829,
7,154,127,1403,
10,8531,2335,9780,
1,2988,1178,4237,
4,1091,566,2340,
1,165,129,1414,
12,6330,1960,7579,
12,6330,1960,7579,
6,6507,1982,7756,
4,3129,1235,4378,
12,6969,2023,8218,
127,8536,2335,9785,
8,5240,1905,6489,
17,7817,2109,9066,
8,8536,2335,9785,
12,6690,1995,7939,
5,703,477,1952,
8,2336,764,3585,
4,991,535,2240,
4,991,535,2240,
17,1054,559,2303,
21,6155,1937,7404,
21,6155,1937,7404,
7,2336,764,3585,
22,6222,1943,7471,
22,6222,1943,7471,
57,6222,1943,7471,
57,6222,1943,7471,
59,6250,1946,7499,
17,1967,679,3216,
0,8929,2678,10178,
0,8929,2678,10178,
5,5255,1905,6504,
5,5255,1905,6504,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
22,2336,764,3585,
22,2336,764,3585,
22,2336,764,3585,
45,8536,2335,9785,
17,695,476,1944,
165,8536,2335,9785,
3,1885,669,3134,
1,196,160,1445,
11,6491,1982,7740,
0,816,501,2065,
6,2336,764,3585,
0,816,501,2065,
7,4159,1585,5408,
7,4159,1585,5408,
7,4159,1585,5408,
7,4159,1585,5408,
7,2336,764,3585,
7,2336,764,3585,
7,2336,764,3585,
6,3312,1380,4561,
4,2336,764,3585,
5,614,448,1863,
9,1103,567,2352,
37,2988,1178,4237,
37,2988,1178,4237,
37,2988,1178,4237,
9,776,494,2025,
29,549,431,1798,
202,8233,2217,9482,
3,631,456,1880,
1,115,108,1364,
1,115,108,1364,
1,115,108,1364,
1,115,108,1364,
1,115,108,1364,
1,115,108,1364,
102,5408,1910,6657,
102,5408,1910,6657,
14,1009,541,2258,
17,6972,2024,8221,
2,729,486,1978,
7,304,262,1553,
8,326,267,1575,
1,326,267,1575,
1,291,257,1540,
270,8531,2335,9780,
0,74,87,1323,
5,326,267,1575,
5,326,267,1575,
5,326,267,1575,
5,326,267,1575,
5,326,267,1575,
5,326,267,1575,
3,298,260,1547,
4,298,260,1547,
1,174,135,1423,
1,326,267,1575,
6,326,267,1575,
4,275,248,1524,
2,223,189,1472,
7,267,240,1516,
15,326,267,1575,
8,326,267,1575,
8,326,267,1575,
6,326,267,1575,
0,74,87,1323,
0,74,87,1323,
4,8929,2678,10178,
3,326,267,1575,
3,326,267,1575,
3,326,267,1575,
3,326,267,1575,
3,326,267,1575,
0,326,267,1575,
0,326,267,1575,
0,326,267,1575,
0,326,267,1575,
1,326,267,1575,
1,326,267,1575,
2,326,267,1575,
2,326,267,1575,
10,5420,1910,6669,
12,7011,2030,8260,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
1,2183,744,3432,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
1,2183,744,3432,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
1,2183,744,3432,
1,2183,744,3432,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
1,2183,744,3432,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
68,1015,548,2264,
38,735,487,1984,
38,735,487,1984,
13,335,271,1584,
68,1015,548,2264,
9,1015,548,2264,
9,1015,548,2264,
1,337,271,1586,
1,337,271,1586,
1,337,271,1586,
1,337,271,1586,
6,1015,548,2264,
2,416,344,1665,
2,416,344,1665,
17,1161,578,2410,
17,1161,578,2410,
17,1161,578,2410,
17,1161,578,2410,
15,1161,578,2410,
5,416,344,1665,
4,436,349,1685,
1,373,291,1622,
2,384,306,1633,
5,1202,585,2451,
0,1330,598,2579,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
0,8929,2678,10178,
